-84.87660164178025	22.136464520724104	47.87469938113273	E	F
6.780065970067639	F	9.830553046192676	-89.5185826365674	40.84637872201887
-3.918960279546212	-64.44110730783868	-99.0398419998171	37.007798761933145	-19.927175782896427
-3.493075064836134	-93.4591349884688	-1.322353848152133	56.86217677560401	-14.765209965761827
20.489624293834183	43.33186833453064	80.60939544016856	88.66503804057149	86.08557459073631
7.238131485800636	-94.30248053165671	3.80761990990473	93.88268602797007	-49.76146084750843
40.66217232822939	F	-78.62692088044072	-55.226377735662346	M
-22.935830052786628	77.1556464091345	V	-92.18831123539006	T
-58.93654048864509	E	48.085158688842625	-3.4865149452476345	88.33275327127274
-73.4564246939872	-76.09410742435871	29.55363331007183	-64.76532321784885	-87.1312547578142
W	-34.9781852050355	-91.69279469294767	-53.11570884822046	-51.33950502541165
-13.102260394644688	-96.30529370401113	24.59120823965806	H	F
17.260477169544018	15.440127159018118	H	50.59774929498522	L
-9.979948805282461	70.10639052531457	-51.794752459554736	B	-98.11556328856292
-86.29205423481241	T	2.541932703369511	I	-65.86739283067917
-2.0920211010099905	U	-0.755474697759368	-36.8372633917637	36.97097391687453
36.50794277441253	-5.165428277884757	Q	90.88750759285682	M
-78.6449756226595	V	-71.00555020995958	-93.07913997993525	3.42030897341823
-77.49460900031302	85.73892778756104	49.00092302172999	-60.56492744500903	-34.15128967811154
94.12773091796106	10.912673570325666	-37.46744252386003	-78.69281646789531	B
-39.731360763270104	M	Z	-8.53818248542433	65.6302275569031
-33.83688208722724	40.07511948103385	P	4.074458951519162	12.441011447905552
-25.773405808278667	R	47.85496911772725	Z	10.289599087349544
-22.046817288792894	O	30.007356503872643	52.532647638579505	Y
-4.226836497556548	-47.65328691818284	1.4860970728556708	74.82150783070017	-63.91672485727684
U	F	10.478578831447564	-56.961731836317696	69.94237137209691
-33.758187758164354	-93.7340051067348	-92.58624088882787	-84.55562411902918	-71.50106415439805
13.913290703523657	D	62.83739732747415	-74.76080537668844	-34.45819880550451
X	16.281560927873457	P	-73.50530692180222	-1.208110184796226
-86.91682164549901	57.70333195302922	-72.89576879515995	75.0356196205255	Z
-99.02546115586593	38.304567401198454	X	10.171586683823833	81.23311034032474
-84.20680222749067	-31.75220015827665	-91.99081580015721	-21.38009292328786	80.49376294832089
-37.128580387439136	65.0936143452507	-39.42063451826536	-37.137439764647404	-78.04821597088898
-54.51118833887596	-70.98375391231315	-98.21221426622392	84.93479998401585	-0.9738079892894973
-52.158552566229545	-23.790592174454915	-16.83744230391271	O	-39.785340575383074
-91.5635247807809	E	-75.3130445814063	-61.19006946522498	Z
E	-66.21297627802696	98.99548688515978	47.197557161608216	-75.06396567572472
-38.81121652139177	94.66981651136132	92.42372476862099	-8.081065162977637	17.17123826739349
45.46039260705504	E	70.3658906808285	V	-48.670773621988104
-79.76559260078682	-30.636473375791653	N	H	J
Z	90.09437518553625	-68.01836069130096	-5.902797068442879	H
50.744818684634424	91.37117915877855	-67.15589064648736	-55.273663388518955	Z
B	H	-0.2359065313550559	-69.62266622430131	-16.81468288378997
95.58897375570672	B	-3.3425258875702184	-31.409795241085163	55.15295949067391
88.59525057044266	N	-44.06175147485945	-39.82125778634893	-50.44452808696753
Z	-51.625533410500644	28.197433377856242	K	20.501534136830642
-90.29227146504711	G	D	-77.20892139710699	P
76.82714533371828	-16.745776074867706	-98.12699036723068	U	-46.07590535596275
3.300896348859908	15.918474881794296	S	J	-7.4531690703250035
-92.33718985471029	-89.71513072731898	-28.65657495269636	-16.11719742670033	-28.713244774951605
-39.90754337761204	O	-57.5449872796556	L	90.21491678332757
-33.64345260273818	B	-69.8896154484845	69.17120061771931	H
-29.560319975726784	A	-45.046605657033155	-52.86706371021461	L
31.243106634114696	55.85644735096588	A	-47.03487636690744	88.98560568901462
-24.657785096190295	-38.96590331915435	Z	-3.861783322382365	29.878186314154533
P	15.630529664851395	D	-3.199872850955572	X
Z	98.02350055885555	G	18.592422048479534	-73.89395799212059
75.68974976168795	-36.217268445971484	O	53.087153214923205	-89.5064345669694
-67.17494904968589	J	F	78.0809796961612	A
-40.65509772436491	-60.58292143668113	87.87757375852098	27.461699637492416	-93.44961632014832
H	T	-19.716608070042852	C	32.895049802568735
51.77550991547625	57.75607660604837	59.9474973587632	-20.520618849899492	-62.87723809758909
C	J	42.585393990747065	90.54916285527742	-84.43547354101271
-58.215422964074584	-67.48584157305066	64.79623525565555	R	I
-14.016339372066483	-29.51476401248489	I	3.3013200932612534	-39.22343297671349
31.19824204010527	Q	-87.46533710427404	-0.9909703681530289	-36.67255151109181
-42.08435171703784	68.85504307382254	75.06131373110213	-17.37872221268522	N
-24.9411376145283	-58.77857695089836	-48.333420377876756	-53.758051758581594	N
K	29.358296153423794	-50.19845843249004	Q	84.48398393046213
94.27696062022642	65.93214239738407	-26.10705251178524	35.86220932104567	V
-74.2469370097669	B	57.353321565375694	61.394230396375775	K
29.527068658236857	G	92.54008478869991	-97.1146202186588	-75.88368750015344
-34.28519889895641	W	-21.534742596697257	99.83331639744142	-68.69469886611417
J	-13.536834494472544	9.994941451176814	-62.309116899337226	J
-84.62487749289092	M	34.62941642771543	79.66334835023937	-12.193168437523667
S	K	C	-71.72360101380366	-7.188628003092319
-48.85616364247647	-99.42799573550516	90.64238012380798	-64.19224827710836	35.65845559376808
15.743614182793038	-36.70745947010899	84.23379919403263	-93.96830539346996	-92.05151598649715
73.07059362990702	74.5587906912451	-90.59669015555008	94.5940962729722	74.80144449937313
B	-29.30221225612972	40.6898123565897	83.54362556806788	E
-81.0327096260369	-23.524046890592103	-4.016132912226269	-55.93106914265225	-63.17107171576048
J	-19.460318402236993	C	-20.52163659099648	-87.01512578361104
-15.675465470188229	V	56.05949949385922	G	11.16215817914879
30.1579113846619	36.281885744891866	-89.4834294111615	-80.69062735983192	W
-57.90069485280889	Q	67.53297522402218	66.07860506354945	28.17448722350906
66.20488708258608	-68.38515083433785	U	3.2072032361282226	D
-90.2273030620514	46.24821150594897	-29.258002137381283	55.068852414720254	74.40079928594082
11.593846909787771	G	-26.829491683468092	7.36331387510414	F
N	A	46.49677077804728	95.99222147437371	H
8.276047179969154	-17.792592755576678	D	-5.903088380410409	-53.183493811457595
45.48498025679925	7.134708696438025	-82.42869241056692	32.38360976691362	-30.13830487203917
S	-68.88438680176563	-13.416439474956675	68.48124517887103	7.959961313011618
P	L	C	P	73.36914402421499
47.85738829613467	-78.85526425307296	-14.757535552226557	-85.72818764355625	-27.144320991754526
8.50049818414007	G	-72.69678735780194	J	74.35108255228698
11.750427045402304	T	-18.72150743577103	77.50447345519248	-69.1786281960722
-51.5941795910869	H	76.78807952381271	J	W
P	-29.33627047561616	L	61.24789765769353	24.404127530296577
31.646293969607598	-37.487898915873075	13.669732123384676	-72.07029015456412	87.37992804485836
-80.26864740915056	95.74712603399257	31.742789881908692	G	60.485643524854964
39.71968755598121	H	30.01414032569852	69.20773628677713	-44.4021934872342
-45.88130724848178	T	-99.6698671146002	Q	N
M	-76.47908845845862	-15.113385954478503	F	39.708478068652056
42.65188332501546	91.35911202442438	77.12972436408506	-64.87880453441007	W
-88.91015551085121	7.797167208600399	-89.26298626313569	14.98364740552043	51.86168218142271
-28.686292847834835	6.370367942450002	43.47677386167476	54.82888127551891	H
-98.28795286988804	V	N	-19.764776064347103	R
55.59272614446721	U	-6.639836142535231	K	R
-64.81994456908782	J	15.121182776102529	45.299641911692504	M
15.783538064374298	12.187813539791719	-95.18489614450122	-95.93800431078479	-10.690111932112728
-32.30438587258439	-85.73469820769415	K	47.9262739371201	39.59103039430508
V	51.00748329897752	-44.67120491033829	U	-30.164450322006502
J	J	28.58382729692218	19.278381182408168	19.846597324871794
B	-81.47722011424537	-39.63580102057276	M	A
B	-29.066396930712685	27.23950577324075	3.425374724615949	T
J	5.130151994586797	97.07452085129958	-30.47186691305899	-24.78396167367272
-57.19851911632068	Z	49.776814323620755	-50.512238558333465	93.80960392004201
35.14841991117083	-41.6888985004475	-89.78120696466756	69.30099853162204	-75.37102157162421
U	-66.0311649728996	-44.452885395081566	62.80093649066748	11.669891399324925
T	-23.2748580314216	W	-57.492339201255135	L
57.01669228544176	-81.41304170476977	H	-82.3892335401996	T
S	-62.54076006854405	74.7953276893129	-27.683320408350937	59.35878532638753
-84.68304927804853	-45.6044680566833	Q	X	-73.23903787110385
98.81627775418397	-6.9468825589237895	H	-26.478437929126784	10.837515519805166
-99.24732793778443	-75.57546033607866	-93.84087167100037	-25.496673955261656	Y
I	7.788773690253834	-81.59714146254893	82.67957558896114	18.537078146025834
-10.978481996278106	36.63574214314434	-22.719051167488118	55.78505909765801	-35.19961361465762
86.5310605308857	D	12.458973021527541	74.42304747334936	60.91632772627503
27.293968885364876	N	46.3715947398951	-68.91503732694113	J
31.117950851673527	-24.404042301111957	11.0726922631398	R	-99.22653059780882
41.28598556403469	10.050593351793594	-93.11938032087738	G	-71.89234912585565
-40.02382866464207	-96.35769215432772	-54.69446645791132	H	-20.983165867830138
6.105129629133572	W	50.42979261770881	45.65139408066969	-42.91500088657805
30.292277948487055	34.43075265211681	64.25722032229021	-11.820227904644426	-62.66871818395845
-55.14123724629742	N	30.192083232972266	-61.36899605001271	-82.03789880859284
-16.894738101236157	41.64415082840304	0.7356564780119896	-8.564880015833594	51.23065523982592
-69.29540564229089	88.65246400287512	-94.95844554510815	-38.86315784948388	K
H	74.85549276735793	-1.905886983755309	37.07165968108163	41.475771728022124
-29.27217293313558	-54.994042298858226	-80.24436295626971	52.58462937249925	-58.0305416399588
P	-79.01434792911624	B	42.42165455384398	P
R	-33.907562583625904	-72.24823254427235	54.20797755360687	78.526009490722
18.83589918811164	Q	30.323481233495386	H	-95.50430244828354
57.54633378738657	-53.322617197704545	99.9522783772997	-33.77930805097054	J
-13.79183516414031	-85.36581842167877	74.15351001512201	86.56513879958601	-69.342703886051
93.28644305233698	5.681773164180527	T	-87.68403513531402	34.58591981786924
-33.0842082281946	57.01200416942112	-37.86764791908619	-7.518129413330058	-60.1912086587235
-12.437841955942773	58.5752946037947	38.705591114172165	-11.783775122201277	-45.37805588833707
-51.85563770509949	76.52283930387068	-22.600476523357244	-86.35651029744706	-90.07861346209691
-85.70233691445712	71.4005973131926	-2.09624209139308	-86.8664806589504	-54.75762414353162
G	-90.35927561784231	-74.65723808732776	50.36969674533799	84.21809091266525
11.317195976554345	-2.236683844884354	-23.146306717204453	H	31.413116494299288
K	Y	I	-82.01146212272448	-33.37854651590004
26.61205631314914	13.269399913664117	M	-32.46673373571302	73.33358553271475
97.21125268317513	P	-4.4974835506956765	H	-25.773615909649237
E	P	-4.144728831555298	-85.05301430251859	54.28864097698326
-9.94843747332412	-93.62148774808415	V	-41.122701643197956	L
I	-42.55420757097787	-71.95536981503699	-27.663802423200636	V
46.98742545296449	61.55669980377158	-98.76228993352755	65.710782548368	-9.424949706054832
-64.24873772999378	O	39.30576222013485	-63.40039989296078	54.00718580909029
I	C	K	S	6.63417482262814
R	-92.6827742301104	41.329572551386775	59.67717530689441	36.67362052639842
-35.27425074559747	47.75952185440531	37.99154334708251	-19.945635545807335	L
-41.266074228948725	29.643831159819143	7.980725385439797	86.50931786740904	35.6014473341142
K	X	V	76.37131037053203	W
V	46.63932379639422	8.038898628402833	77.57117036963044	-69.5445957596907
34.32068852945409	-31.069606301713065	31.951187883327208	3.1714821750826445	-3.933029466539793
-17.86809416188339	-76.81642279208856	-29.852393772665778	-38.12814473003166	55.992336006887854
-11.943811245448018	C	65.84898773737805	G	21.84968069597045
-81.3678764577167	-85.83312853765786	-89.59027534700078	-81.80604849561384	-2.8267593771736017
Q	-97.4462581535104	A	-33.18506191006642	78.27469030390873
41.09460534974431	-41.49853713222307	-40.07603094695058	-96.96958279022671	49.97305599654632
-41.82775035576587	-99.12769749420471	47.17547633049779	71.06443332874562	-18.721530912555423
-97.90810024141545	-78.58046808735652	X	53.418789197697606	U
-72.07630183574811	-80.0478054736017	38.643217343820425	H	F
-30.201623649555458	15.242619825151166	-74.72879021673482	T	47.90715255087724
44.23537493344202	-94.49432097814207	2.6677336956043547	F	-29.52810949069648
29.594650961824556	-68.51999925403987	-7.127009624080216	V	80.92988748511004
-46.027612848163216	D	-97.82891539356106	-56.462554331179994	73.42854250915244
W	Z	39.053658964713236	I	3.7685480408830045
48.16269216646202	-67.39029244243665	57.50797855323569	84.0789288320745	28.26503655042319
N	V	G	48.79802606155522	-11.007964334186667
84.63662429359329	36.13827991002174	M	-37.37679479163576	S
7.730240142538364	-75.31813482241421	77.17548115495973	-65.80800968604106	16.632352414908908
B	75.0021805004468	41.73785072709788	40.246474423507834	J
X	3.3290068236654378	28.55173293081944	-58.42572623382289	-48.467879848944364
U	72.88862167033889	-72.02821491933253	R	65.75157556889121
35.793083498393486	-39.154174316307945	18.64085445352093	-74.36053516048027	-49.65032220281327
-0.48782982402232733	60.257090314856555	39.62873361702407	28.026322057049015	81.78561450054866
-60.50446484493352	-59.40674299289681	-65.06280442760759	65.86819551803404	14.121133727216773
76.4202444574527	-92.85287655964561	E	Q	T
92.86758523002916	O	-90.65101806412042	11.31837762524141	N
26.65442478952393	-53.71602928017063	38.078246489180174	65.5920929043096	C
-23.908358783773437	D	-8.497208135756622	E	7.4760123349223875
74.6862797843057	E	-40.40460509905397	64.57715340228594	Q
37.28330788863127	1.4869188075679318	-22.883601673987556	-59.98625449887476	-89.815732864767
C	68.03739074516585	-74.93114728249807	94.70823327813221	T
-54.0498381119854	-29.7896388136881	R	-88.09460540498917	86.98872815731033
S	J	-97.25547560862321	-14.792064117935496	35.59334902635143
U	R	-68.68169836786089	-87.48764769752042	64.96416254691519
-55.665269877763414	14.964952018189365	66.81061367877291	-50.04843049447602	19.97493306939029
T	D	-58.630847388979305	Y	L
-58.14252147941674	53.20725616424906	F	-14.628656737723105	-42.97543332194302
T	D	-14.158457977538646	F	37.04133178899335
-8.92422360340261	-71.99287940384963	27.104110201356264	68.44533426866096	-47.7210274245224
72.57642707069309	Y	-8.737702746431083	-30.619564443724173	A
30.486500701273798	-77.10435218092113	80.55087232447781	-4.776050622640554	-67.83631787259212
15.746582304723972	32.827669130562526	88.55322370715155	25.70530459139428	-25.556241882480492
B	Z	-8.793361157215742	H	43.147054069638756
-13.027529669244515	-25.70721464096357	G	1.405524425285904	-32.49690531813691
N	-70.747352319642	-45.5148663066139	14.468544988650848	97.62229256462868
U	-98.24354989118093	-12.86507288550294	-64.00423573668148	T
L	M	1.0311909561818453	-94.93546029496869	73.61768848496317
E	Y	-21.602611737847383	46.438706271060624	-70.19014264966546
30.198774014745737	L	V	-36.47988997569443	R
-85.12799634756317	10.245338909490329	-87.84861941530326	1.0446553671456655	53.90679078965047
T	-46.53804138986699	14.816244617288447	-31.85748917450036	-78.39641453497242
L	-51.973204339290405	G	8.100742009240463	-18.658213696375284
-34.4804580477966	22.0112907354505	88.40235624107035	K	97.58886783837022
56.97493367100131	-73.4367076007735	31.11550036514427	-25.34576827336359	-53.511924838864466
-75.91985830223086	-62.5479337575336	-48.81588559518582	C	G
82.76103660816517	C	F	U	84.41066284466456
-67.54812070394593	46.92078622002035	65.00800476199205	B	L
-60.12387132830948	C	-21.41995184177013	31.175336530843424	-67.29794129328545
M	53.115845918129935	P	H	47.22473918741997
-58.74365584326071	B	C	J	-34.69166489211058
-21.40191565473404	-81.80566541160673	-67.24194445543358	80.12237668402739	42.06580469828231
N	-53.23510274561771	M	92.46826517483643	6.555589048442485
34.10968149634053	F	42.117141881401324	-39.426241806896826	X
-72.13898799391191	91.55558076706237	87.67539268221418	G	-98.97715235347204
91.73626539051821	4.238506780396207	S	N	-57.302887452684615
38.209474008732684	-63.271246808877834	-94.17143235018202	1.0436910544299423	-93.30905826424281
13.025914132194288	-18.769597454131954	B	56.68916643749944	55.78028841454301
-34.17965176614241	-0.2938401993325783	-16.57838038808741	37.26083548247101	-95.66268855363728
-97.75421303111003	30.664823443241886	M	-21.001504476274604	Q
19.420884002883952	39.418643154371665	-54.41803244095125	S	8.672375518120162
73.06324677740369	15.066454179157219	72.80535611799752	22.204095757588675	-40.75950370986627
Q	98.44818167360648	78.40117540385108	-35.22361380228642	S
89.06696669098318	-30.851335725358652	M	41.38279754071925	-71.22419951998458
-45.90258120442934	19.41275319770257	6.993595810033099	D	-4.78353703085925
18.319003644550705	-74.60059255671685	-84.17300294952904	-83.75021473106173	-18.51792913290194
-99.66975603082882	T	9.74494517176096	23.689982376777948	Q
-9.298316997620319	50.83475920813504	16.55495049396754	85.58113398444976	-70.40901011343064
26.36961306984415	-9.05550931549422	-12.40575030180193	21.03304094375025	M
86.01751985552505	-3.4952013730702873	25.282506394483306	75.88931279999557	P
78.53575779157202	F	-11.228166972631854	E	62.704436768225975
64.92941749910614	-96.5516839422149	-88.9956067909979	50.640736011453896	-23.985296941460902
-23.63726849939647	68.16404876170844	-68.87381969028918	89.33327236039685	19.941903445368766
92.76349574283904	-35.80218108267982	-31.0650629178633	-39.853421245350674	P
31.868109535336487	-63.264654049448346	62.68339374023563	1.344676738629886	-52.70425528555669
-27.73424906008502	Q	-45.08185547523289	44.75844061200232	I
34.7839074101372	24.92556000873512	-54.34115838911973	63.21551303542222	40.66320469454061
-39.17947710158502	-20.43360264938552	Z	-45.6762856051168	74.1481206906796
-64.0049663021014	X	-3.4673945356851164	15.602681849157676	-13.967339492647326
85.3810116709555	-40.33232009536485	S	-93.53577342247318	U
-18.092693448923214	79.43657466354068	-0.6158270400939756	C	24.135922788242596
-31.15446261690211	23.416492874731816	77.3662301794989	36.34655867041218	-32.25572173784286
-35.677348123937065	X	53.49052316209443	K	-69.6603444143776
-62.78843447797995	-91.69622277647282	-37.91127770675067	59.41211366736482	86.10971827665946
R	-51.54500678041285	-8.30446890973326	F	-3.207662816281882
R	-17.609231971311985	99.99497623715413	-65.32622341500173	-22.133766006455986
-86.52520635965854	-65.70249053351407	94.59284540809398	-47.283377126864366	X
96.01315861918496	-77.39714820175764	16.06101425272621	-3.08792826058189	-44.610290138598366
-44.73096898467108	Z	-4.538561888002235	P	-89.34812463769535
E	-29.77230173993648	H	-37.577788165657736	97.07050958368839
-27.00984610437081	31.906840533999656	-58.90306355647363	X	-55.10142216272256
P	-67.74280339323317	F	52.2234830514235	N
-39.57065092904168	E	-70.71879913211959	-87.12614556530929	D
80.80309629908771	-33.566925150603026	79.63990126687571	-22.550233216865223	D
-16.020602457614316	-23.24684807412787	-98.50329234857837	41.527888444690234	-45.70908730922931
-10.810792535121024	86.01572307749393	X	E	45.450263503619425
N	19.9138053946768	L	-93.42985178859946	4.393609263308335
70.72228197925685	-33.592068605226615	86.02403602394554	0.5469216845379776	-29.297598840922646
O	29.281831318147454	I	-78.60437950899326	67.79515105299214
H	-0.4447966829190335	L	-19.443250684969797	50.47964482746886
I	-75.21770917814739	-60.16011784151143	-4.32387412987498	-62.10885928358143
93.25513299533071	-34.7048977695319	-32.07166947869662	16.439229645406826	54.97330944033976
C	82.5859543443517	75.9832115021475	N	15.9035062360104
Y	90.04745953720285	35.63323888249073	-16.28073518179272	46.147741496590925
-97.87436119690922	C	-27.416717040518208	-14.843095342948118	28.187116939885613
F	32.89755101006625	-72.31935013934725	68.81757120911541	30.4793616444355
-58.34025649930401	6.435141021156539	-59.670288054130104	-28.475009705173917	Z
-33.54617736828314	73.52024806645733	-71.61131804339622	Q	B
52.4512610351766	84.23273915099028	-6.470554148551528	-46.153837149572574	Y
-90.56138862756767	57.9842916541366	-13.65447883062241	5.1765378683617485	-18.01104940204037
80.55432064067821	L	48.34045762775921	82.39410174561516	-31.000348295198847
72.66899184802526	19.457874406109426	J	-35.94551112848757	-84.37509148719758
V	-47.69137374477308	19.39082368236585	M	91.81157173098205
1.847018223958358	-32.1413818517768	G	14.805410495051603	-46.03502324714661
76.556514209299	-1.87186383970095	-7.814531824682945	M	R
-45.79679763569169	60.61227212214129	71.23333713189558	-8.84099626991663	90.55765542662519
-90.51299751271918	-87.48149749718664	-77.95792647313897	F	-17.485506390282566
K	-97.54439148100198	T	Y	-53.34100208793349
-37.013148273237874	20.364796938394363	-56.6531078814555	F	-96.82766901443851
51.802764267898624	R	-28.84180232431295	C	P
51.15664287405994	-34.776422377413425	L	-62.58951488918538	-33.389662053487925
-16.892446494312452	-80.63181443275862	-97.34998991512234	-27.80072853918574	93.0693200696733
-49.95105659646419	-48.10570909784688	-82.23137526720161	82.72453863530791	55.599446861744724
Y	-54.573372842030544	28.09158884813212	4.1081690625688765	10.744714519584207
N	-83.19426491915183	-65.47696293551093	-21.28273577542248	28.98696515516656
J	-4.744921598974813	-65.42369237154624	22.583985439286096	F
51.29778720242385	31.06514267039509	-32.216423151165614	71.90394292076684	-47.1772519912185
-35.206330548154895	16.15009381924733	E	10.38946326122236	-43.72188484706481
80.78241044125295	Q	-45.65284926059026	-98.13900453635294	76.01852215293673
25.213380849352518	-71.84325326971712	-26.975430565073964	83.75764535041904	41.6110418633871
23.530823871196432	Y	-84.22934595885607	-41.83905626672508	-16.95886547822505
-36.381565517215805	33.246191337298995	62.60877486816895	-15.276344816954662	24.043457994822177
43.733344960737554	-60.40596891166419	V	N	-79.0465906897051
64.08610234488495	30.354169539756327	-85.57799716261114	-29.308785657869436	H
0.010725432698748705	-4.222703476120017	-8.52388138577001	79.284949901131	-29.226859683420116
99.69887560415961	M	P	R	59.989375624760555
13.865474462315802	63.01536410787614	-93.31775153704906	39.86436648667399	-18.003905648231665
-3.9735601028918666	69.45465793775705	P	70.19189263372553	-31.94716518102092
-4.984607800455507	-76.14741414470087	8.720951800870068	-10.55394569883974	-75.32274878263777
-62.66641161709154	-58.343011533475675	-89.75293179318095	-89.09159393202827	-35.10937795917819
53.130524761331486	-80.5072936838237	0.5089814806423192	5.053206733370885	77.8807272743943
97.98284123362725	49.32335235450529	-75.09703107390071	-67.1700349324996	-43.22446597674132
4.6326441934731974	G	A	O	W
-42.895054692294174	91.52709229915533	U	64.80515763370724	-93.57647749627877
-86.52580823326048	-87.38064078982816	83.13281153107786	T	J
-12.16072000254762	56.63399449119743	-6.9672239930488615	47.177207469616235	S
44.64318654769704	47.19688258216556	P	64.16925616719763	90.38560965542408
T	68.74141939102074	37.22024937682477	79.81829352268824	88.34265599946434
L	-62.89943985419346	66.11606712573413	50.34105377582341	68.95453758028015
